City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Nioro,13.35,-15.75,72.3,30,0,7.38,GM,1647664567
Mnogovershinnyy,53.9353,139.9242,20.41,81,97,3.65,RU,1647664567
Tondon,10.3667,-13.35,68.07,80,99,1.1,GN,1647664568
Vanimo,-2.6741,141.3028,86.18,70,37,8.03,PG,1647664568
Padang,-0.9492,100.3543,86.05,70,89,4.72,ID,1647664568
Sennar,13.5691,33.5672,80.04,18,78,10.33,SD,1647664568
Mandera,3.9366,41.867,80.47,61,31,8.84,KE,1647664569
Medvedevo,56.6339,47.804,31.64,79,100,4.79,RU,1647664412
Half,6.3807,-10.6953,74.28,83,100,3.42,LR,1647664569
Ryōtsu-minato,38.0833,138.4333,44.06,77,100,7.18,JP,1647664376
Sinjār,36.3209,41.8754,45.0,56,88,3.56,IQ,1647664569
Palana,59.1167,159.9667,25.95,77,26,4.88,RU,1647664441
Pulaski,34.7668,-92.3001,49.32,72,100,18.41,US,1647664570
Shiroi,35.8,140.0667,65.86,39,70,6.24,JP,1647664570
Solntsevo,51.4185,36.7499,14.34,97,72,0.38,RU,1647664477
Pevek,69.7008,170.3133,-9.71,86,17,6.51,RU,1647664570
Smithers,54.7804,-127.1743,37.72,81,100,3.44,CA,1647664571
Wuwei,37.9281,102.6414,51.64,36,35,10.54,CN,1647664571
Cherskiy,68.75,161.3,8.22,82,4,6.08,RU,1647664571
Mitsamiouli,-11.3847,43.2844,80.89,78,20,4.61,KM,1647664571
Conakry,9.538,-13.6773,76.05,74,87,2.3,GN,1647664572
Richards,46.8361,-95.9123,29.75,86,0,0.0,US,1647664572
Peterhead,57.5058,-1.7981,41.45,91,25,19.26,GB,1647664573
Jalu,29.0331,21.5482,53.37,61,48,18.95,LY,1647664573
Neuquén,-38.9516,-68.0591,57.09,62,0,3.44,AR,1647664573
Murray,40.6669,-111.888,47.82,50,0,8.99,US,1647664573
Salalah,17.0151,54.0924,78.89,9,0,19.57,OM,1647664574
Lagos,6.5833,3.75,80.92,87,71,4.18,NG,1647664443
Anderson,34.5334,-82.6499,57.76,97,100,3.44,US,1647664574
Klaksvík,62.2266,-6.589,49.12,81,100,38.34,FO,1647664574
Coahuayana Viejo,18.7333,-103.6833,66.6,59,0,4.12,MX,1647664574
Guerrero,17.6667,-100.0,68.27,64,7,4.92,MX,1647664575
Campbell,38.9501,-84.3833,60.94,83,65,1.99,US,1647664575
Arman',59.7,150.1667,25.02,77,100,1.92,RU,1647664575
Sarh,9.1429,18.3923,71.51,43,29,0.0,TD,1647664575
Rongcheng,30.634,117.8517,56.34,76,83,7.94,CN,1647664575
Bandarbeyla,9.4942,50.8122,79.88,63,1,10.38,SO,1647664576
Morros,-9.4467,-46.3003,74.55,76,87,1.57,BR,1647664576
Ipanema,-30.1391,-51.2244,75.65,94,75,9.22,BR,1647664576
Kutum,14.2,24.6667,57.16,16,32,5.44,SD,1647664411
Touros,-5.1989,-35.4608,77.77,82,88,6.17,BR,1647664576
Leningradskiy,69.3833,178.4167,-7.94,79,0,3.49,RU,1647664577
Bajil,15.0584,43.2851,77.56,76,9,4.68,YE,1647664577
Lerik,38.7726,48.4128,31.64,99,100,6.11,AZ,1647664299
Ekhabi,53.5102,142.9671,29.8,94,100,6.15,RU,1647664577
Ponta,38.7333,-28.2667,47.08,61,99,25.05,PT,1647664578
Vila,42.0304,-8.1588,43.68,84,82,3.24,PT,1647664578
Ambulu,-8.345,113.6058,86.5,69,93,6.29,ID,1647664578
Ormara,25.2088,64.6357,82.98,44,1,7.9,PK,1647664578
Salamiyah,35.0113,37.0532,41.02,91,82,4.88,SY,1647664284
Brae,60.3964,-1.353,46.11,80,90,14.67,GB,1647664579
Shimoda,34.6667,138.95,61.16,63,87,22.01,JP,1647664579
Säkylä,61.0333,22.3333,26.11,99,63,1.92,FI,1647664579
Kuril'sk,45.2333,147.8833,29.66,88,100,14.07,RU,1647664580
Lompoc,34.6391,-120.4579,53.78,88,100,0.0,US,1647664580
Camacha,33.0833,-16.3333,56.62,58,75,4.61,PT,1647664580
Teya,60.3778,92.6267,21.54,85,100,10.02,RU,1647664580
Manaure,11.7751,-72.4445,77.85,76,3,17.56,CO,1647664581
Teknāf,20.8624,92.3058,88.52,47,37,10.74,BD,1647664581
Broome,42.2506,-75.833,60.66,61,0,8.05,US,1647664581
Takoradze,4.8845,-1.7554,79.7,86,99,7.52,GH,1647664581
Tshikapa,-6.4167,20.8,68.56,92,96,1.86,CD,1647664581
Yar-Sale,66.8333,70.8333,18.34,91,75,5.57,RU,1647664582
Cedar,41.2122,-92.5257,37.62,97,100,20.71,US,1647664582
Havelock,34.8791,-76.9013,69.78,82,0,12.66,US,1647664582
Caravelas,-17.7125,-39.2481,74.61,89,14,2.8,BR,1647664582
Hambantota,6.1241,81.1185,87.58,60,12,15.7,LK,1647664572
Qandala,11.472,49.8728,80.01,47,0,6.04,SO,1647664583
Oistins,13.0667,-59.5333,78.89,69,75,20.71,BB,1647664583
Yairipok,24.6667,94.0667,75.06,17,16,2.26,IN,1647664583
Belmonte,-15.8631,-38.8828,75.47,86,34,3.62,BR,1647664583
Grand,38.8755,-109.5012,38.39,29,15,2.24,US,1647664584
Bilma,18.6853,12.9164,67.68,5,61,5.93,NE,1647664584
Digby,44.6169,-65.7655,47.35,94,100,10.58,CA,1647664584
Santiago,-33.4569,-70.6483,74.17,39,0,3.44,CL,1647664584
Arinos,-15.9169,-46.1056,72.03,71,57,2.26,BR,1647664585
Novyy,45.0072,38.9819,27.99,81,75,17.9,RU,1647664585
Aykino,62.2248,49.9922,22.75,96,96,7.11,RU,1647664503
Sovetskaya,44.7769,41.1722,27.39,76,100,20.85,RU,1647664586
Eldorado,-23.7869,-54.2836,75.07,98,100,5.99,BR,1647664586
Salto,-31.3833,-57.9667,57.87,86,18,8.01,UY,1647664586
Liverpool,53.4106,-2.9779,46.65,86,2,10.36,GB,1647664484
Kawalu,-7.3817,108.2082,87.17,57,89,4.88,ID,1647664587
Noumea,-22.2763,166.4572,84.18,81,88,7.09,NC,1647664587
Kibala,9.1104,18.3463,71.55,43,32,0.0,TD,1647664587
Zaozyornoye,45.1582,33.2787,28.71,71,90,22.39,UA,1647664587
Grindavik,63.8424,-22.4338,32.47,100,100,6.91,IS,1647664587
Pacifica,37.6138,-122.4869,55.44,88,75,17.27,US,1647664588
Velsk,61.0701,42.0983,24.3,92,19,6.46,RU,1647664588
Pandan,14.0453,124.1694,83.64,79,77,6.64,PH,1647664588
Faanui,-16.4833,-151.75,82.53,68,2,13.82,PF,1647664588
Saurimo,-9.6608,20.3916,62.74,97,90,2.66,AO,1647664589
Egvekinot,66.3167,-179.1667,-14.49,85,0,1.36,RU,1647664589
Portland,45.5234,-122.6762,53.55,80,75,4.0,US,1647664589
Havøysund,70.9963,24.6622,37.04,68,100,23.62,NO,1647664589
El Puerto de Santa María,36.5939,-6.233,53.26,88,20,6.91,ES,1647664495
Siguiri,11.6667,-9.5,80.38,31,48,2.04,GN,1647664590
Avera,33.194,-82.5271,60.31,92,95,14.18,US,1647664590
Coquimbo,-29.9533,-71.3436,58.73,100,20,2.3,CL,1647664590
Keratea,37.8073,23.9769,40.44,48,75,27.63,GR,1647664590
Departamento de Maldonado,-34.6667,-54.9167,57.22,71,89,11.68,UY,1647664591
Booué,-0.0921,11.9385,72.93,99,94,1.23,GA,1647664591
Polunochnoye,60.8697,60.4153,29.75,86,46,4.23,RU,1647664591
Kathu,7.9178,98.3332,82.22,79,100,3.85,TH,1647664591
Estância,-11.2683,-37.4383,72.88,84,51,1.79,BR,1647664591
Zatoka,46.0725,30.4654,28.83,66,62,17.36,UA,1647664592
Kamenka,51.3223,42.7678,8.65,100,93,3.51,RU,1647664592
Msanga,-6.05,36.0333,69.24,93,62,1.07,TZ,1647664299
Eten,-6.9081,-79.8642,70.84,83,19,10.0,PE,1647664593
Kannur,11.8675,75.3576,87.06,61,51,5.21,IN,1647664593
Ambikāpur,23.1167,83.2,92.97,17,98,6.51,IN,1647664593
Kuala,3.377,98.6189,87.1,54,99,2.8,ID,1647664593
Puebloviejo,10.9938,-74.2844,84.04,65,14,9.22,CO,1647664594
Hilton,43.2881,-77.7933,46.47,88,100,7.0,US,1647664594
Coari,-4.085,-63.1414,73.13,98,93,2.84,BR,1647664594
Talaya,61.3833,152.75,18.43,74,64,9.04,RU,1647664594
Talnakh,69.4865,88.3972,24.21,95,100,2.73,RU,1647664595
Taoudenni,22.6783,-3.9836,69.66,20,0,8.72,ML,1647664595
Kropotkin,45.4375,40.5756,28.45,64,56,19.98,RU,1647664419
Faro,37.0194,-7.9322,56.98,82,0,11.5,PT,1647664595
Krasnosel'kup,65.7,82.4667,29.64,94,100,19.1,RU,1647664595
Port,-7.0349,29.7638,69.87,77,72,4.74,CD,1647664495
Volosovo,59.4333,29.4833,27.95,94,76,3.58,RU,1647664596
Concarneau,47.875,-3.9225,47.19,67,71,19.37,FR,1647664597
Ust'-Koksa,50.2696,85.6108,24.67,82,100,3.18,RU,1647664597
Mareeba,-17.0,145.4333,84.43,69,75,6.13,AU,1647664597
Utete,-7.986,38.758,75.51,92,99,3.0,TZ,1647664597
Muzhi,65.3667,64.6667,29.48,82,59,8.01,RU,1647664597
Baharly,38.4362,57.4316,42.57,52,33,13.0,TM,1647664598
Narsaq,60.9167,-46.05,16.02,82,100,5.01,GL,1647664598
Norman,35.2226,-97.4395,46.58,63,0,4.61,US,1647664598
Aasiaat,68.7098,-52.8699,-4.59,91,100,13.11,GL,1647664354
Ten'gushevo,54.7686,42.7189,28.76,76,100,2.91,RU,1647664598
North,50.3333,3.6667,43.43,68,0,11.74,FR,1647664599
Caçapava,-23.1008,-45.7069,69.71,91,91,0.49,BR,1647664599
Mayo,38.8876,-76.5119,62.13,91,20,11.5,US,1647664599
Basco,20.4487,121.9702,76.33,82,100,14.32,PH,1647664600
Comodoro,-13.6631,-59.7858,68.23,98,23,2.75,BR,1647664600
Acapulco de Juárez,16.8634,-99.8901,75.02,88,0,3.44,MX,1647664600
Liaocheng,36.4439,115.9647,43.11,42,100,11.23,CN,1647664601
San,13.3034,-4.8956,79.9,15,15,9.17,ML,1647664506
Provincia di Benevento,41.2179,14.7464,52.47,88,100,7.78,IT,1647664601
Caraballeda,10.6112,-66.8522,78.85,76,39,10.83,VE,1647664601
Sao,20.5113,76.2129,91.31,13,42,6.2,IN,1647664523
Kokopo,-4.352,152.2633,86.31,56,95,6.13,PG,1647664429
Grand,38.8755,-109.5012,38.39,29,15,2.24,US,1647664584
Port,-7.0349,29.7638,69.87,77,72,4.74,CD,1647664542
Wajima,37.4,136.9,43.48,93,75,5.75,JP,1647664503
Lázaro,19.4558,-71.3261,73.0,82,8,7.47,DO,1647664603
Potam,27.6,-110.3833,68.63,25,0,6.73,MX,1647664603
Bānda,25.4833,80.3333,95.5,14,8,5.03,IN,1647664604
Ilulissat,69.2167,-51.1,3.22,85,75,10.36,GL,1647664604
Laguna,38.421,-121.4238,62.89,63,0,5.75,US,1647664604
Grand,38.8755,-109.5012,38.39,29,15,2.24,US,1647664604
Fairbanks,64.8378,-147.7164,20.61,58,0,3.44,US,1647664605
Alto,31.6505,-95.0727,52.61,77,6,1.63,US,1647664605
Terrace,54.5163,-128.6035,39.11,100,100,2.3,CA,1647664605
Tilichiki,60.4667,166.1,17.65,92,100,3.27,RU,1647664606
Altay,47.8667,88.1167,25.05,78,94,3.67,CN,1647664606
Gillette,44.2911,-105.5022,39.94,49,0,0.0,US,1647664606
Chilliwack,49.1747,-121.9443,48.78,91,100,3.8,CA,1647664606
Yokadouma,3.5167,15.05,70.48,76,28,1.59,CM,1647664606
Ténenkou,14.4572,-4.9169,76.75,15,11,10.22,ML,1647664607
Prabumulih,-3.45,104.25,75.7,92,100,2.04,ID,1647664607
Bokoro,12.3807,17.0568,69.8,11,64,9.37,TD,1647664607
Pravokumskoye,44.7694,44.6472,29.43,69,77,16.4,RU,1647664476
Necochea,-38.5473,-58.7368,49.89,57,5,7.83,AR,1647664608
Ziarat,30.3823,67.7282,59.95,21,0,2.75,PK,1647664608
Manaquiri,-3.3167,-60.35,77.49,96,99,3.56,BR,1647664608
Pacific,38.482,-90.7415,46.58,86,100,5.01,US,1647664608
Waverly,42.7392,-84.6208,41.16,94,100,11.5,US,1647664609
Beringovskiy,63.05,179.3167,-0.42,80,5,2.53,RU,1647664609
Palmerston,-12.486,130.9833,95.04,71,20,10.36,AU,1647664609
Oranjemund,-28.55,16.4333,67.48,74,5,5.48,NA,1647664609
Maniitsoq,65.4167,-52.9,-6.25,90,100,5.23,GL,1647664610
Vila,42.0304,-8.1588,43.68,84,82,3.24,PT,1647664610
Pyaozerskiy,65.8333,31.1667,30.78,71,12,13.98,RU,1647664610
Semnan,35.5729,53.3971,44.44,36,0,0.0,IR,1647664610
Nouadhibou,20.931,-17.0347,61.7,83,10,20.2,MR,1647664611
Provideniya,64.3833,-173.3,0.07,80,0,6.29,RU,1647664611
Persianovskiy,47.5137,40.1075,29.55,68,0,15.66,RU,1647664612
Khovd,48.0056,91.6419,25.97,59,94,4.85,MN,1647664612
Maceió,-9.6658,-35.7353,74.64,88,20,2.3,BR,1647664612
Arlit,18.7369,7.3853,73.51,9,38,7.05,NE,1647664612
Tucumcari,35.1717,-103.725,44.44,61,40,5.75,US,1647664612
Tabas,33.5959,56.9244,57.54,26,0,7.61,IR,1647664613
Beyşehir,37.6773,31.7246,15.1,76,69,10.6,TR,1647664613
Belyy,55.8402,32.9419,23.88,88,5,2.26,RU,1647664613
Goderich,43.7501,-81.7165,44.92,70,100,12.66,CA,1647664614
Trat,12.5,102.5,88.0,52,72,3.8,TH,1647664614
Rome,43.2128,-75.4557,59.86,70,20,10.36,US,1647664571
Ürümqi,43.801,87.6005,31.15,93,100,8.95,CN,1647664614
Nhulunbuy,-12.2333,136.7667,92.01,55,40,12.66,AU,1647664614
Yatou,37.15,122.3833,35.06,75,99,20.83,CN,1647664615
Nicoya,10.1483,-85.452,78.44,73,100,6.51,CR,1647664615
Rockford,42.2711,-89.094,39.52,87,100,11.5,US,1647664615
Ghanzi,-21.5667,21.7833,61.54,90,100,6.62,BW,1647664615
Bambous,-20.2567,57.4061,80.13,77,55,4.63,MU,1647664615
Abhar,36.1468,49.218,33.8,70,73,2.84,IR,1647664616
Iquique,-20.2208,-70.1431,62.64,78,25,3.62,CL,1647664616
Sur,22.5667,59.5289,79.03,54,0,10.38,OM,1647664616
Dunedin,-45.8742,170.5036,59.81,70,87,8.99,NZ,1647664616
Srednekolymsk,67.45,153.6833,6.55,81,47,1.19,RU,1647664616
Buchanan,5.8808,-10.0467,75.61,89,100,1.74,LR,1647664617
Itupiranga,-5.1347,-49.3267,73.72,98,100,1.54,BR,1647664617
Tsimlyansk,47.6461,42.1019,19.67,65,8,12.77,RU,1647664617
Igarka,67.4667,86.5833,27.66,93,100,15.73,RU,1647664617
Córdoba,-31.4135,-64.1811,57.18,81,0,5.75,AR,1647664617
Alice,27.7523,-98.0697,71.17,29,40,5.75,US,1647664618
Hobyo,5.3505,48.5268,81.23,65,33,14.7,SO,1647664618
Khorixas,-20.3667,14.9667,68.95,69,51,7.87,NA,1647664619
Løpsmarka,67.3134,14.4493,43.61,86,100,42.57,NO,1647664619
Uinskoye,56.8817,56.5813,30.34,89,100,5.23,RU,1647664428
Acaraú,-2.8856,-40.12,76.14,88,51,6.26,BR,1647664619
Kumul,42.8,93.45,51.8,29,99,2.26,CN,1647664551
Senador,18.8188,-71.9016,75.02,82,60,5.77,HT,1647664620
Cayenne,4.9333,-52.3333,79.09,1,75,6.91,GF,1647664620
Sobolevo,54.4299,31.8996,16.5,92,12,5.08,RU,1647664620
Moa,20.6569,-74.9403,74.86,86,8,10.25,CU,1647664620
Kizema,61.113,44.8302,30.38,87,99,5.86,RU,1647664621
Strelka,58.0728,93.0344,21.11,90,100,9.73,RU,1647664621
Bhalwal,32.272,72.9043,89.24,21,0,8.21,PK,1647664621
Coevorden,52.661,6.7405,40.06,90,0,10.85,NL,1647664621
Tommot,58.9564,126.2925,12.51,77,100,1.12,RU,1647664621
Hirara,24.8,125.2833,73.26,68,75,9.22,JP,1647664488
Okha,53.5739,142.9478,30.0,92,100,7.38,RU,1647664622
Urucará,-2.5364,-57.76,73.2,99,99,2.04,BR,1647664622
Bissau,11.8636,-15.5977,73.38,42,1,4.56,GW,1647664623
Natal,-5.795,-35.2094,77.22,94,75,3.44,BR,1647664623
Ballinrobe,53.6333,-9.2333,52.21,85,0,13.8,IE,1647664623
Desbiens,48.4178,-71.9495,29.05,97,88,1.63,CA,1647664623
Victor,42.9826,-77.4089,49.55,86,100,1.01,US,1647664623
Qinzhou,21.95,108.6167,82.54,62,35,14.54,CN,1647664624
Wattegama,6.7989,81.4808,91.62,48,33,1.99,LK,1647664624
Naranjos,21.35,-97.6833,68.2,92,97,6.89,MX,1647664624
Monrovia,6.3005,-10.7969,75.33,83,100,4.29,LR,1647664624
Morehead,37.2711,-87.1764,55.15,81,100,9.22,US,1647664624
Sahāranpur,29.9667,77.55,90.48,22,0,5.35,IN,1647664336
Antalaha,-14.9003,50.2788,81.54,78,100,2.64,MG,1647664625
Xai-Xai,-25.0519,33.6442,72.84,82,50,4.21,MZ,1647664625
Zhuhai,22.2769,113.5678,85.86,88,40,9.22,CN,1647664625
Minas,-34.3759,-55.2377,53.91,70,80,10.31,UY,1647664625
Cockburn,-32.0833,141.0,86.92,27,0,7.07,AU,1647664626
Monterey,36.2505,-121.2516,49.1,68,89,6.44,US,1647664626
Araripe,-7.2125,-40.0461,68.36,80,75,6.31,BR,1647664627
Kansanshi,-12.0951,26.4273,59.41,99,100,3.0,ZM,1647664627
Srandakan,-7.9386,110.2506,84.9,71,100,7.67,ID,1647664627
Médéa,36.2642,2.7539,45.0,99,100,4.7,DZ,1647664628
Graham,47.0529,-122.2943,49.37,89,100,0.0,US,1647664628
Paamiut,61.994,-49.6678,9.97,92,100,3.83,GL,1647664628
Samarai,-10.6167,150.6667,87.46,67,73,7.96,PG,1647664628
Oddur,4.1213,43.8894,76.95,60,46,19.13,SO,1647664629
Skjervøy,70.0311,20.9714,39.34,77,100,21.43,NO,1647664629
Bosaso,11.2842,49.1816,78.42,59,0,2.28,SO,1647664629
Suleya,55.1352,58.8792,23.09,88,100,3.83,RU,1647664629
Ulaangom,49.9811,92.0667,14.29,90,99,3.8,MN,1647664630
Defiance,41.3334,-84.45,53.08,93,100,8.05,US,1647664630
Naze,28.3667,129.4833,65.32,71,45,16.33,JP,1647664438
Muros,42.7762,-9.0603,51.15,75,19,7.11,ES,1647664631
Bengkulu,-3.8004,102.2655,77.38,77,100,3.22,ID,1647664400
Arrondissement de Saint-Dizier,48.4167,5.0833,42.4,79,0,18.97,FR,1647664631
Madang,-5.2246,145.7966,86.63,64,69,8.05,PG,1647664631
Tromsø,69.6496,18.957,35.62,87,75,29.93,NO,1647664631
Khor,47.8861,134.9464,22.19,77,100,8.1,RU,1647664632
Taku,39.0211,117.6469,35.56,43,90,5.77,CN,1647664632
Bathsheba,13.2167,-59.5167,79.41,69,75,20.71,BB,1647664632
Ma’e,34.8244,108.9303,49.78,35,100,12.39,CN,1647664632
Slobidka,47.8869,29.3461,24.67,61,10,7.54,UA,1647664632
Dulyapino,57.2578,40.8147,25.5,90,45,3.8,RU,1647664633
Salym,60.0625,71.4789,27.72,94,100,8.63,RU,1647664633
Isangel,-19.55,169.2667,82.35,77,99,5.41,VU,1647664633
Najrān,17.4924,44.1277,56.05,25,6,0.58,SA,1647664633
Olafsvik,64.8945,-23.7142,34.34,77,100,7.76,IS,1647664633
Kandrian,-6.2167,149.55,87.08,66,75,4.59,PG,1647664634
Östersund,63.1792,14.6357,36.05,55,75,10.36,SE,1647664634
Tazovsky,67.4667,78.7,25.61,92,100,13.96,RU,1647664634
Lamu,-2.2717,40.902,79.02,75,37,5.88,KE,1647664634
Praia,14.9215,-23.5087,68.54,77,75,16.11,CV,1647664634
Gao,16.6362,1.637,78.71,13,68,6.6,ML,1647664509
Riyadh,24.6877,46.7219,50.14,7,0,5.73,SA,1647664635
Haapiti,-17.5667,-149.8667,83.93,67,3,12.15,PF,1647664635
Mauá,-23.6678,-46.4614,77.36,78,92,4.61,BR,1647664363
Karratha,-20.7377,116.8463,96.03,41,0,13.91,AU,1647664637
Bač,45.3919,19.2367,26.6,77,21,3.42,RS,1647664637
Seoul,37.5683,126.9778,42.37,81,100,13.8,KR,1647664402
Cervo,43.6702,-7.4101,50.22,80,9,5.12,ES,1647664637
Rajanpur,29.1035,70.325,92.97,16,0,2.28,PK,1647664638
Rūdbār,30.15,62.6,55.6,34,0,8.32,AF,1647664638
